severity,confidence,vuln_type,vuln_type_encoded,scanner,exploitability,asset_value,exposure,risk_score,is_false_positive,is_test_file
2,1,broken_access_control,83,CodeScanner,6.82,9.83,4.53,8,1,0
3,2,xss,48,CodeScanner,2.8,9.49,7.89,9,0,0
2,2,insecure_deserialization,14,CodeScanner,4.53,4.8,5.15,7,0,1
2,2,security_misconfiguration,62,InfrastructureScanner,1.88,8.81,6.68,7,1,0
2,3,weak_crypto,21,CodeScanner,1.87,4.49,7.72,7,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,2.36,7.3,8.77,8,0,0
3,2,missing_authentication,40,CodeScanner,7.84,4.87,4.26,9,1,1
1,1,insecure_deserialization,14,CodeScanner,2.59,4.91,7.12,5,0,0
1,1,hardcoded_secret,47,CodeScanner,1.9,5.05,7.08,4,1,0
3,3,path_traversal,63,CodeScanner,5.62,9.39,5.09,9,0,0
1,3,command_injection,24,CodeScanner,3.24,4.09,7.76,6,0,1
2,1,broken_access_control,83,CodeScanner,3.06,6.93,7.93,7,1,1
2,2,sql_injection,11,CodeScanner,5.47,5.85,7.73,8,0,0
3,3,csrf,96,CodeScanner,4.65,6.57,6.27,9,0,0
1,2,insecure_api,23,CodeScanner,3.91,7.48,7.0,6,0,0
1,2,weak_crypto,21,CodeScanner,5.41,9.41,5.58,6,0,0
2,1,broken_access_control,83,CodeScanner,4.5,8.41,7.92,8,0,0
4,2,sql_injection,11,CodeScanner,7.72,5.27,7.64,9,0,0
1,1,missing_authentication,40,CodeScanner,3.74,5.97,5.04,5,1,1
3,2,security_misconfiguration,62,InfrastructureScanner,7.15,6.21,7.14,9,0,0
2,3,security_misconfiguration,62,InfrastructureScanner,3.93,7.82,6.28,8,0,0
3,2,broken_access_control,83,CodeScanner,7.51,6.44,4.79,9,0,1
3,3,ssrf,42,CodeScanner,3.62,4.03,4.02,9,0,0
1,1,insecure_api,23,CodeScanner,1.39,6.75,5.63,4,1,1
2,1,weak_crypto,21,CodeScanner,3.33,9.98,6.58,7,0,0
3,3,vulnerable_dependency,71,DependencyScanner,4.64,7.46,7.83,9,0,0
2,1,security_misconfiguration,62,InfrastructureScanner,4.3,7.36,6.67,7,0,0
2,2,missing_authentication,40,CodeScanner,2.91,6.58,5.45,7,0,0
1,2,vulnerable_dependency,71,DependencyScanner,1.03,6.01,7.89,5,0,1
3,2,ssrf,42,CodeScanner,6.25,5.73,4.25,9,1,0
4,3,missing_authentication,40,CodeScanner,8.09,6.03,5.16,9,0,0
1,2,ssrf,42,CodeScanner,4.08,7.76,7.13,6,0,0
2,3,broken_access_control,83,CodeScanner,4.46,6.5,5.92,8,0,0
3,3,missing_authentication,40,CodeScanner,2.11,7.63,4.62,9,0,0
1,1,csrf,96,CodeScanner,4.63,5.0,6.8,5,1,0
2,3,ssrf,42,CodeScanner,3.95,9.39,5.71,8,0,1
2,2,command_injection,24,CodeScanner,4.69,5.64,7.54,8,0,0
1,2,weak_crypto,21,CodeScanner,4.55,5.12,5.72,5,0,0
2,2,path_traversal,63,CodeScanner,1.94,5.69,6.68,7,0,0
4,3,insecure_deserialization,14,CodeScanner,9.23,6.06,4.44,9,0,0
2,3,missing_authentication,40,CodeScanner,4.02,7.0,6.35,8,0,0
1,2,xss,48,CodeScanner,3.72,8.89,6.77,6,1,0
4,2,insecure_deserialization,14,CodeScanner,9.03,9.57,7.27,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,7.93,6.66,5.63,9,0,1
2,2,sql_injection,11,CodeScanner,4.73,4.46,5.47,7,0,0
2,3,hardcoded_secret,47,CodeScanner,2.69,4.51,5.39,7,0,0
2,1,csrf,96,CodeScanner,6.01,5.72,5.54,7,0,0
2,3,missing_authentication,40,CodeScanner,6.07,6.99,7.15,9,0,0
4,3,csrf,96,CodeScanner,5.51,5.67,5.47,9,0,0
2,3,insecure_deserialization,14,CodeScanner,3.33,4.65,6.05,8,0,1
2,2,vulnerable_dependency,71,DependencyScanner,4.74,5.89,5.41,8,1,0
1,1,vulnerable_dependency,71,DependencyScanner,4.32,7.39,7.99,6,0,0
2,2,sql_injection,11,CodeScanner,5.79,6.31,7.67,8,0,0
2,3,xxe,2,CodeScanner,5.1,6.84,6.15,8,1,1
2,3,command_injection,24,CodeScanner,4.79,6.8,5.84,8,0,0
3,2,hardcoded_secret,47,CodeScanner,5.81,6.78,7.14,9,0,0
3,2,insecure_api,23,CodeScanner,5.06,9.33,5.81,9,0,0
2,2,xxe,2,CodeScanner,4.05,7.28,5.89,8,0,0
2,1,weak_crypto,21,CodeScanner,8.36,8.36,6.14,9,1,0
3,3,xxe,2,CodeScanner,3.37,9.21,4.17,9,0,0
3,3,weak_crypto,21,CodeScanner,5.68,8.41,4.27,9,0,0
4,2,hardcoded_secret,47,CodeScanner,3.42,7.44,6.52,9,1,0
3,2,vulnerable_dependency,71,DependencyScanner,2.22,7.54,6.87,9,0,0
2,1,command_injection,24,CodeScanner,4.57,5.54,7.47,7,0,0
4,3,vulnerable_dependency,71,DependencyScanner,4.91,7.86,7.94,9,0,1
2,1,command_injection,24,CodeScanner,4.76,5.06,7.6,7,1,0
3,2,command_injection,24,CodeScanner,6.16,7.76,4.54,9,0,0
4,3,xss,48,CodeScanner,9.33,5.49,6.66,9,0,1
3,3,xss,48,CodeScanner,8.26,9.98,5.27,9,0,0
1,2,command_injection,24,CodeScanner,2.68,5.95,5.39,5,0,0
1,2,security_misconfiguration,62,InfrastructureScanner,1.09,8.31,8.89,5,0,0
2,2,insecure_api,23,CodeScanner,5.43,9.13,7.05,9,0,0
4,3,insecure_deserialization,14,CodeScanner,9.39,4.09,7.01,9,0,0
1,3,weak_crypto,21,CodeScanner,1.11,8.55,6.94,6,0,1
4,3,insecure_deserialization,14,CodeScanner,5.32,6.9,7.42,9,0,0
2,3,vulnerable_dependency,71,DependencyScanner,4.48,7.29,7.14,9,1,0
2,3,hardcoded_secret,47,CodeScanner,4.24,5.11,5.38,8,0,0
3,3,weak_crypto,21,CodeScanner,4.32,5.2,7.72,9,0,0
3,2,missing_authentication,40,CodeScanner,7.37,5.91,4.92,9,0,0
4,2,path_traversal,63,CodeScanner,6.52,5.17,5.6,9,0,0
2,3,insecure_deserialization,14,CodeScanner,1.55,8.9,4.87,8,0,0
2,3,insecure_api,23,CodeScanner,4.67,8.3,6.82,9,0,0
1,3,vulnerable_dependency,71,DependencyScanner,0.6,5.29,5.04,5,0,0
3,3,broken_access_control,83,CodeScanner,7.09,6.31,5.44,9,0,0
2,3,ssrf,42,CodeScanner,4.95,6.79,5.35,8,0,0
3,3,weak_crypto,21,CodeScanner,7.36,5.72,4.89,9,0,0
3,2,path_traversal,63,CodeScanner,7.76,4.12,7.07,9,0,0
3,3,weak_crypto,21,CodeScanner,5.92,4.5,6.51,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,4.53,5.98,6.56,9,0,0
2,3,vulnerable_dependency,71,DependencyScanner,6.74,5.7,6.2,9,0,0
3,2,broken_access_control,83,CodeScanner,6.37,7.01,4.61,9,0,0
2,1,csrf,96,CodeScanner,7.18,5.92,5.95,8,1,1
3,3,xss,48,CodeScanner,5.91,5.32,6.8,9,0,0
2,2,insecure_deserialization,14,CodeScanner,2.32,6.38,6.65,7,0,0
3,3,insecure_api,23,CodeScanner,8.16,6.7,5.17,9,0,0
4,3,broken_access_control,83,CodeScanner,8.72,8.66,7.49,9,0,0
1,1,insecure_deserialization,14,CodeScanner,2.23,6.9,4.96,4,0,0
2,2,command_injection,24,CodeScanner,3.43,7.06,7.08,8,0,0
3,2,csrf,96,CodeScanner,6.21,5.28,7.95,9,0,0
3,3,sql_injection,11,CodeScanner,3.53,8.67,4.27,9,0,1
2,1,sql_injection,11,CodeScanner,2.64,5.89,5.67,7,0,0
4,3,sql_injection,11,CodeScanner,4.97,5.56,5.76,9,0,0
1,1,broken_access_control,83,CodeScanner,1.33,5.68,5.75,4,1,0
2,2,insecure_deserialization,14,CodeScanner,4.01,4.55,7.39,7,0,0
4,2,weak_crypto,21,CodeScanner,7.03,4.47,6.16,9,0,1
3,3,security_misconfiguration,62,InfrastructureScanner,8.61,6.33,8.53,9,0,0
3,3,sql_injection,11,CodeScanner,8.01,8.2,5.65,9,0,0
3,3,command_injection,24,CodeScanner,6.92,6.76,5.83,9,0,0
1,3,csrf,96,CodeScanner,4.48,5.68,5.66,6,0,1
3,3,weak_crypto,21,CodeScanner,4.27,5.97,7.99,9,0,0
2,1,vulnerable_dependency,71,DependencyScanner,3.73,7.48,7.92,7,0,0
1,3,command_injection,24,CodeScanner,1.37,8.3,4.9,5,0,0
1,2,csrf,96,CodeScanner,3.07,7.6,4.26,5,0,0
4,3,insecure_api,23,CodeScanner,9.3,6.92,4.97,9,0,0
4,3,insecure_deserialization,14,CodeScanner,7.72,5.07,6.95,9,0,0
4,3,hardcoded_secret,47,CodeScanner,8.04,9.46,4.21,9,0,0
1,1,insecure_api,23,CodeScanner,2.05,5.5,4.85,4,0,0
3,3,missing_authentication,40,CodeScanner,2.81,5.93,6.15,9,0,0
3,3,insecure_deserialization,14,CodeScanner,6.13,9.99,4.02,9,0,0
2,3,missing_authentication,40,CodeScanner,8.1,8.2,4.27,9,0,0
3,2,insecure_api,23,CodeScanner,3.33,6.96,7.41,9,0,0
1,2,vulnerable_dependency,71,DependencyScanner,2.94,7.81,5.85,5,0,0
1,2,vulnerable_dependency,71,DependencyScanner,6.58,7.98,7.26,7,0,0
2,2,path_traversal,63,CodeScanner,4.18,7.91,4.99,8,0,0
4,2,sql_injection,11,CodeScanner,9.73,4.44,5.98,9,0,0
4,2,path_traversal,63,CodeScanner,9.56,7.69,7.56,9,0,0
3,2,insecure_deserialization,14,CodeScanner,8.48,5.9,6.16,9,0,0
2,1,vulnerable_dependency,71,DependencyScanner,5.46,7.35,5.38,8,0,0
2,2,xss,48,CodeScanner,8.13,8.13,7.17,9,0,0
2,3,vulnerable_dependency,71,DependencyScanner,2.79,7.4,6.25,8,0,0
2,3,command_injection,24,CodeScanner,0.49,4.13,7.91,7,0,0
1,3,insecure_api,23,CodeScanner,1.51,5.49,5.35,5,0,0
2,3,ssrf,42,CodeScanner,4.55,6.82,5.12,8,0,0
2,2,broken_access_control,83,CodeScanner,4.45,6.8,7.97,8,1,0
3,2,vulnerable_dependency,71,DependencyScanner,3.55,5.98,6.7,9,1,0
1,1,path_traversal,63,CodeScanner,2.13,4.38,7.06,4,0,0
2,2,insecure_deserialization,14,CodeScanner,3.52,9.67,7.72,8,0,0
3,2,vulnerable_dependency,71,DependencyScanner,6.74,6.42,6.45,9,0,0
1,2,xxe,2,CodeScanner,5.17,5.02,4.79,6,0,0
2,2,ssrf,42,CodeScanner,8.44,6.47,5.45,9,0,0
1,2,path_traversal,63,CodeScanner,1.12,5.23,6.88,5,0,0
1,3,insecure_api,23,CodeScanner,7.61,8.15,4.28,7,0,0
2,3,ssrf,42,CodeScanner,3.42,6.24,7.53,8,1,0
2,2,path_traversal,63,CodeScanner,4.71,5.74,6.92,8,0,0
2,3,xss,48,CodeScanner,5.68,4.97,5.19,8,0,0
2,2,weak_crypto,21,CodeScanner,4.9,6.02,4.3,8,0,0
4,3,ssrf,42,CodeScanner,5.33,8.27,4.36,9,0,0
1,2,insecure_api,23,CodeScanner,2.07,5.86,6.47,5,0,0
3,2,path_traversal,63,CodeScanner,2.8,5.67,7.37,9,0,0
3,3,broken_access_control,83,CodeScanner,4.52,4.35,4.25,9,0,0
4,3,xss,48,CodeScanner,5.95,7.1,5.32,9,0,1
2,1,insecure_deserialization,14,CodeScanner,5.77,7.73,4.4,8,1,0
3,3,xxe,2,CodeScanner,7.12,7.98,4.29,9,1,0
